1,1,0,-1.8,0,7.5,574,165,654,2,3
1,2,0,-30.5,1,0,-97,543,0,1,2
1,3,0,-25.1,2,0,-89,478,0,1,2
2,4,-11.5,-27.1,100,0,-549,174,0,1,3
2,5,-11.5,-17.7,101,0,559,196,0,1,3
2,6,-11.5,-19.5,102,0,115,757,0,1,1
3,7,-19,-17.6,200,0,610,258,0,1,1
3,8,-19,-19.9,201,0,72,929,0,1,4
4,9,-25.6,-23.3,300,0,183,653,0,1,1
4,10,-25.6,-20.6,301,0,103,994,0,1,3
5,11,-28.1,-29.8,500,0,720,220,0,1,4
5,12,-28.1,-28,501,0,-20,871,0,1,4
