1,1,0,0,0,4,1145,284,1263,2,3
1,2,0,-17.6,1,0,833,824,0,1,3
2,3,-10,-12.9,100,0,707,871,0,1,3
2,4,-10,-19,101,0,918,286,0,1,1
2,5,-10,-36.4,102,0,-250,936,0,1,4
3,6,-17.8,-25.8,200,0,21,166,0,1,3
3,7,-17.8,-21.2,201,0,677,726,0,1,4
3,8,-17.8,-31.6,202,0,-188,538,0,1,3
4,9,-21.1,-28.2,300,0,538,908,0,1,3
4,10,-21.1,-28.3,301,0,41,183,0,1,3
5,11,-26.3,-28.5,400,0,674,723,0,1,1
5,12,-26.3,-35.5,401,0,-78,260,0,1,3
